filename,indicator_name,extension,embedded,gh_link
nautilus_trader/crates/indicators/src/volatility/dc.rs,dc,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/dc.rs
nautilus_trader/crates/indicators/src/volatility/fuzzy.rs,fuzzy,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/fuzzy.rs
nautilus_trader/crates/indicators/src/volatility/fuzzy.rs,fuzzy,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/fuzzy.rs
nautilus_trader/crates/indicators/src/volatility/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/mod.rs
nautilus_trader/crates/indicators/src/volatility/rvi.rs,rvi,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/rvi.rs
nautilus_trader/crates/indicators/src/volatility/kc.rs,kc,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/kc.rs
nautilus_trader/crates/indicators/src/volatility/kp.rs,kp,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/kp.rs
nautilus_trader/crates/indicators/src/volatility/vr.rs,vr,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/vr.rs
nautilus_trader/crates/indicators/src/ratio/efficiency_ratio.rs,efficiency_ratio,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/ratio/efficiency_ratio.rs
nautilus_trader/crates/indicators/src/ratio/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/ratio/mod.rs
nautilus_trader/crates/indicators/src/ratio/spread_analyzer.rs,spread_analyzer,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/ratio/spread_analyzer.rs
nautilus_trader/crates/indicators/src/book/imbalance.rs,imbalance,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/book/imbalance.rs
nautilus_trader/crates/indicators/src/book/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/book/mod.rs
nautilus_trader/crates/indicators/src/testing.rs,testing,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/testing.rs
nautilus_trader/crates/indicators/src/average/vidya.rs,vidya,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/vidya.rs
nautilus_trader/crates/indicators/src/average/hma.rs,hma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/hma.rs
nautilus_trader/crates/indicators/src/average/lr.rs,lr,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/lr.rs
nautilus_trader/crates/indicators/src/average/ema.rs,ema,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/ema.rs
nautilus_trader/crates/indicators/src/average/vwap.rs,vwap,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/vwap.rs
nautilus_trader/crates/indicators/src/average/wma.rs,wma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/wma.rs
nautilus_trader/crates/indicators/src/average/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/mod.rs
nautilus_trader/crates/indicators/src/average/ama.rs,ama,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/ama.rs
nautilus_trader/crates/indicators/src/average/sma.rs,sma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/sma.rs
nautilus_trader/crates/indicators/src/average/dema.rs,dema,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/dema.rs
nautilus_trader/crates/indicators/src/average/rma.rs,rma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/average/rma.rs
nautilus_trader/crates/indicators/src/stubs.rs,stubs,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/stubs.rs
nautilus_trader/crates/indicators/src/stubs.rs,stubs,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/stubs.rs
