filename,indicator_name,extension,embedded,gh_link
nautilus_trader/crates/indicators/src/python/average/hma.rs,hma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/hma.rs
nautilus_trader/crates/indicators/src/python/average/lr.rs,lr,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/lr.rs
nautilus_trader/crates/indicators/src/python/average/ema.rs,ema,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/ema.rs
nautilus_trader/crates/indicators/src/python/average/vwap.rs,vwap,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/vwap.rs
nautilus_trader/crates/indicators/src/python/average/wma.rs,wma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/wma.rs
nautilus_trader/crates/indicators/src/python/average/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/mod.rs
nautilus_trader/crates/indicators/src/python/average/ama.rs,ama,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/ama.rs
nautilus_trader/crates/indicators/src/python/average/sma.rs,sma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/sma.rs
nautilus_trader/crates/indicators/src/python/average/dema.rs,dema,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/dema.rs
nautilus_trader/crates/indicators/src/python/average/rma.rs,rma,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/python/average/rma.rs
nautilus_trader/crates/indicators/src/momentum/cci.rs,cci,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/cci.rs
nautilus_trader/crates/indicators/src/momentum/dm.rs,dm,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/dm.rs
nautilus_trader/crates/indicators/src/momentum/swings.rs,swings,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/swings.rs
nautilus_trader/crates/indicators/src/momentum/macd.rs,macd,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/macd.rs
nautilus_trader/crates/indicators/src/momentum/roc.rs,roc,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/roc.rs
nautilus_trader/crates/indicators/src/momentum/cmo.rs,cmo,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/cmo.rs
nautilus_trader/crates/indicators/src/momentum/pressure.rs,pressure,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/pressure.rs
nautilus_trader/crates/indicators/src/momentum/kvo.rs,kvo,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/kvo.rs
nautilus_trader/crates/indicators/src/momentum/psl.rs,psl,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/psl.rs
nautilus_trader/crates/indicators/src/momentum/amat.rs,amat,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/amat.rs
nautilus_trader/crates/indicators/src/momentum/bb.rs,bb,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/bb.rs
nautilus_trader/crates/indicators/src/momentum/bias.rs,bias,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/bias.rs
nautilus_trader/crates/indicators/src/momentum/mod.rs,mod,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/mod.rs
nautilus_trader/crates/indicators/src/momentum/vhf.rs,vhf,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/vhf.rs
nautilus_trader/crates/indicators/src/momentum/rsi.rs,rsi,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/rsi.rs
nautilus_trader/crates/indicators/src/momentum/aroon.rs,aroon,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/aroon.rs
nautilus_trader/crates/indicators/src/momentum/stochastics.rs,stochastics,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/stochastics.rs
nautilus_trader/crates/indicators/src/momentum/obv.rs,obv,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/momentum/obv.rs
nautilus_trader/crates/indicators/src/lib.rs,lib,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/lib.rs
nautilus_trader/crates/indicators/src/volatility/atr.rs,atr,rust,true,https://github.com/nautechsystems/nautilus_trader/blob/develop/crates/indicators/src/volatility/atr.rs
